payment_id,model_type,model_id,allocated_amount,share,payment_amount,payment_reference,status,state,invoice_reference,created_at
954018,Invoice,1017016,350.00,1,350.00,pay_6qwzxrvbwfpepllsnzabsvjoxy,success,completed,ITi252291,2025-07-21 07:45:23+00
954018,Order,1160100,350.00,1,350.00,pay_6qwzxrvbwfpepllsnzabsvjoxy,success,completed,,2025-07-18 11:50:24+00
954155,Invoice,1017146,299.40,1,299.40,47J46246FP837535B,success,completed,ATi252041,2025-07-21 10:16:16+00
954155,Invoice,1017285,299.40,1,299.40,47J46246FP837535B,success,completed,ATi252045,2025-07-21 12:19:19+00
954155,Order,1193661,299.40,1,299.40,47J46246FP837535B,success,completed,,2026-04-29 13:14:58+00
954188,Invoice,1017647,637.91,1,637.91,pay_wmoat6tukylezpomrjizntjbta,success,completed,GBi2361532,2025-07-22 13:35:23+00
954188,Invoice,1017667,637.91,1,637.91,pay_wmoat6tukylezpomrjizntjbta,success,completed,GBi2361536,2025-07-22 14:03:18+00
954188,Order,1126914,637.91,1,637.91,pay_wmoat6tukylezpomrjizntjbta,success,completed,,2025-07-19 14:55:27+00
954521,Invoice,1016047,-11.22,1,-11.22,,success,completed,AWD150404,2025-07-21 07:50:48+00
954521,Invoice,1017020,-11.22,1,-11.22,,success,completed,AWD150404-refund-1,2025-07-21 07:50:48+00
954539,Invoice,1016742,0.00,1,0.00,,success,completed,AWD150630,2025-07-21 08:09:55+00
954539,Invoice,1017024,0.00,1,0.00,,success,completed,AWD150630-refund-1,2025-07-21 08:09:55+00
954540,Invoice,1016742,0.00,1,0.00,,success,completed,AWD150630,2025-07-21 08:09:55+00
954540,Invoice,1017025,0.00,1,0.00,,success,completed,AWD150630-refund-2,2025-07-21 08:09:55+00
954541,Invoice,1016742,-10.08,1,-10.08,,success,completed,AWD150630,2025-07-21 08:09:56+00
954541,Invoice,1017026,-10.08,1,-10.08,,success,completed,AWD150630-refund-3,2025-07-21 08:09:56+00
954693,Invoice,1016065,-7.99,1,-7.99,,success,completed,AWD150431,2025-07-21 11:04:04+00
954693,Invoice,1017194,-7.99,1,-7.99,,success,completed,AWD150431-refund-1,2025-07-21 11:04:04+00
954711,Invoice,1015541,-5.16,1,-5.16,,success,completed,AWD150336,2025-07-21 11:30:42+00
954711,Invoice,1017235,-5.16,1,-5.16,,success,completed,AWD150336-refund-1,2025-07-21 11:30:42+00
954768,Invoice,1016770,-2.40,1,-2.40,,success,completed,AWD150666,2025-07-21 13:27:50+00
954768,Invoice,1017330,-2.40,1,-2.40,,success,completed,AWD150666-refund-2,2025-07-21 13:27:50+00
954806,Invoice,1015669,-4.58,1,-4.58,,success,completed,AWD150290,2025-07-21 14:46:45+00
954806,Invoice,1017359,-4.58,1,-4.58,,success,completed,AWD150290-refund-1,2025-07-21 14:46:45+00
955363,Invoice,1017308,-15.23,1,-15.23,,success,completed,AWD150809,2025-07-23 10:41:53+00
955363,Invoice,1017894,-15.23,1,-15.23,,success,completed,AWD150809-refund-1,2025-07-23 10:41:53+00
955373,Invoice,1017312,-16.94,1,-16.94,,success,completed,AWD150810,2025-07-23 11:14:16+00
955373,Invoice,1017914,-16.94,1,-16.94,,success,completed,AWD150810-refund-1,2025-07-23 11:14:16+00
955381,Invoice,1016625,-14.52,1,-14.52,,success,completed,AWD150580,2025-07-23 11:41:39+00
955381,Invoice,1017925,-14.52,1,-14.52,,success,completed,AWD150580-refund-1,2025-07-23 11:41:38+00
955382,Invoice,1016556,-11.17,1,-11.17,,success,completed,AWD150602,2025-07-23 11:45:04+00
955382,Invoice,1017927,-11.17,1,-11.17,,success,completed,AWD150602-refund-1,2025-07-23 11:45:04+00
955423,Invoice,1016710,-32.59,1,-32.59,,success,completed,AWD150619,2025-07-23 13:43:14+00
955423,Invoice,1018004,-32.59,1,-32.59,,success,completed,AWD150619-refund-1,2025-07-23 13:43:13+00
955433,Invoice,1017070,-7.64,1,-7.64,,success,completed,AWD150732,2025-07-23 14:19:06+00
955433,Invoice,1018028,-7.64,1,-7.64,,success,completed,AWD150732-refund-1,2025-07-23 14:19:06+00
955434,Invoice,1017164,-11.21,1,-11.21,,success,completed,AWD150771,2025-07-23 14:32:15+00
955434,Invoice,1018039,-11.21,1,-11.21,,success,completed,AWD150771-refund-1,2025-07-23 14:32:15+00
955436,Invoice,1017302,-15.23,1,-15.23,,success,completed,AWD150801,2025-07-23 14:34:53+00
955436,Invoice,1018041,-15.23,1,-15.23,,success,completed,AWD150801-refund-1,2025-07-23 14:34:53+00
955463,Invoice,1019254,33.64,1,33.64,pay_llxeolpbeceepc52wj3cok5t6i,success,completed,ARi2211304,2025-07-29 09:38:15+00
955463,Invoice,1019268,33.64,1,33.64,pay_llxeolpbeceepc52wj3cok5t6i,success,completed,ARi2211305,2025-07-29 09:52:22+00
955463,Invoice,1021946,33.64,1,33.64,pay_llxeolpbeceepc52wj3cok5t6i,success,completed,ARi2211415,2025-08-07 09:11:18+00
955463,Order,1195402,33.64,1,33.64,pay_llxeolpbeceepc52wj3cok5t6i,success,completed,,2025-07-23 17:12:15+00
955648,Invoice,1017362,-10.13,1,-10.13,,success,completed,AWD150821,2025-07-24 11:32:14+00
955648,Invoice,1018267,-10.13,1,-10.13,,success,completed,AWD150821-refund-1,2025-07-24 11:32:14+00
955662,Invoice,1015842,-19.02,1,-19.02,,success,completed,AWD150316,2025-07-24 11:52:43+00
955662,Invoice,1018279,-19.02,1,-19.02,,success,completed,AWD150316-refund-1,2025-07-24 11:52:43+00
955665,Invoice,1017079,-7.19,1,-7.19,,success,completed,AWD150734,2025-07-24 11:57:36+00
955665,Invoice,1018287,-7.19,1,-7.19,,success,completed,AWD150734-refund-2,2025-07-24 11:57:36+00
955950,Invoice,1015427,-7.58,1,-7.58,,success,completed,AWD150354,2025-07-25 10:33:03+00
955950,Invoice,1018554,-7.58,1,-7.58,,success,completed,AWD150354-refund-5,2025-07-25 10:33:03+00
956009,Invoice,1017398,-6.26,1,-6.26,,success,completed,AWD150834,2025-07-25 12:08:57+00
956009,Invoice,1018623,-6.26,1,-6.26,,success,completed,AWD150834-refund-1,2025-07-25 12:08:57+00
956061,Invoice,1017900,-27.83,1,-27.83,,success,completed,AWD150920,2025-07-25 13:39:23+00
956061,Invoice,1018693,-27.83,1,-27.83,,success,completed,AWD150920-refund-1,2025-07-25 13:39:23+00
956524,Invoice,1018343,-31.98,1,-31.98,,success,completed,AWD150927,2025-07-28 07:11:13+00
956524,Invoice,1018753,-31.98,1,-31.98,,success,completed,AWD150927-refund-1,2025-07-28 07:11:13+00
956696,Invoice,1018851,-10.32,1,-3.59,,success,completed,AWD151241,2025-07-28 10:51:53+00
956696,Invoice,1018897,-3.59,1,-3.59,,success,completed,AWD151241-refund-1,2025-07-28 10:51:53+00
956733,Invoice,1017625,-8.93,1,-8.93,,success,completed,AWD150826,2025-07-28 11:56:40+00
956733,Invoice,1018956,-8.93,1,-8.93,,success,completed,AWD150826-refund-1,2025-07-28 11:56:40+00
957113,Invoice,1019976,261.22,1,261.22,pay_chhnxsexqxhupgq2mgzpnt62zq,success,completed,GBi2362161,2025-07-31 07:31:20+00
957113,Invoice,1021818,261.22,1,261.22,pay_chhnxsexqxhupgq2mgzpnt62zq,success,completed,GBi2362632,2025-08-06 14:53:20+00
957113,Order,1121325,261.22,1,261.22,pay_chhnxsexqxhupgq2mgzpnt62zq,success,completed,,2025-07-29 11:01:28+00
957403,Invoice,1005800,-26.48,1,-26.48,,success,completed,AWDi2343396,2025-07-30 08:42:43+00
957403,Invoice,1019616,-26.48,1,-26.48,,success,completed,AWDi2343396-refund-1,2025-07-30 08:42:43+00
957417,Invoice,1018445,-13.73,1,-13.73,,success,completed,AWD151096,2025-07-30 09:07:54+00
957417,Invoice,1019640,-13.73,1,-13.73,,success,completed,AWD151096-refund-1,2025-07-30 09:07:54+00
957496,Invoice,1018235,-15.54,1,-15.54,,success,completed,AWD150857,2025-07-30 11:20:20+00
957496,Invoice,1019746,-15.54,1,-15.54,,success,completed,AWD150857-refund-1,2025-07-30 11:20:20+00
957497,Invoice,1016712,-177.96,1,-177.96,,success,completed,AWD150623,2025-07-30 11:23:10+00
957497,Invoice,1019748,-177.96,1,-177.96,,success,completed,AWD150623-refund-1,2025-07-30 11:23:10+00
957556,Invoice,1020214,101.27,1,101.27,pay_nqjrkcdhebmu5bgvrcm43aq6ai,success,completed,GBi2362227,2025-07-31 12:30:26+00
957556,Invoice,1020254,101.27,1,101.27,pay_nqjrkcdhebmu5bgvrcm43aq6ai,success,completed,GBi2362238,2025-07-31 13:20:31+00
957556,Order,1198329,101.27,1,101.27,pay_nqjrkcdhebmu5bgvrcm43aq6ai,success,completed,,2025-07-30 13:50:29+00
957682,Invoice,1019220,-42.80,1,-42.80,,success,completed,AWD151353,2025-07-31 07:23:47+00
957682,Invoice,1019971,-42.80,1,-42.80,,success,completed,AWD151353-refund-1,2025-07-31 07:23:47+00
957709,Invoice,1019455,-20.71,1,-20.71,,success,completed,AWD151454,2025-07-31 08:06:01+00
957709,Invoice,1020000,-20.71,1,-20.71,,success,completed,AWD151454-refund-1,2025-07-31 08:06:01+00
957712,Invoice,1018850,-26.48,1,-26.48,,success,completed,AWD151242,2025-07-31 08:09:26+00
957712,Invoice,1020003,-26.48,1,-26.48,,success,completed,AWD151242-refund-1,2025-07-31 08:09:26+00
957716,Invoice,1019266,-8.42,1,-8.42,,success,completed,AWD151361,2025-07-31 08:13:31+00
957716,Invoice,1020004,-8.42,1,-8.42,,success,completed,AWD151361-refund-1,2025-07-31 08:13:31+00
957852,Invoice,1017404,-13.62,1,-13.62,,success,completed,AWD150837,2025-07-31 11:35:22+00
957852,Invoice,1020161,-13.62,1,-13.62,,success,completed,AWD150837-refund-1,2025-07-31 11:35:22+00
958750,Invoice,1019506,-7.91,1,-7.91,,success,completed,AWD151420,2025-08-04 07:34:20+00
958750,Invoice,1020667,-7.91,1,-7.91,,success,completed,AWD151420-refund-1,2025-08-04 07:34:20+00
958785,Invoice,1015505,-44.80,1,-44.80,,success,completed,AWD150177,2025-08-04 08:39:34+00
958785,Invoice,1020717,-44.80,1,-44.80,,success,completed,AWD150177-refund-1,2025-08-04 08:39:34+00
958877,Invoice,1019137,-16.25,1,-16.25,,success,completed,AWD151282,2025-08-04 10:10:35+00
958877,Invoice,1020787,-16.25,1,-16.25,,success,completed,AWD151282-refund-1,2025-08-04 10:10:35+00
958917,Invoice,1014453,-10.50,1,-10.50,,success,completed,AWDi2345140,2025-08-04 11:05:55+00
958917,Invoice,1020835,-10.50,1,-10.50,,success,completed,AWDi2345140-refund-1,2025-08-04 11:05:55+00
958959,Invoice,1007427,-9.05,1,-9.05,,success,completed,AWDi2343764,2025-08-04 11:57:07+00
958959,Invoice,1020881,-9.05,1,-9.05,,success,completed,AWDi2343764-refund-1,2025-08-04 11:57:07+00
959002,Invoice,1020091,-7.64,1,-7.64,,success,completed,AWD151590,2025-08-04 13:32:42+00
959002,Invoice,1020966,-7.64,1,-7.64,,success,completed,AWD151590-refund-1,2025-08-04 13:32:42+00
959577,Invoice,1004716,-211.68,1,-211.68,,success,completed,AWFi223304,2025-08-06 07:23:41+00
959577,Invoice,1016336,-211.68,1,-211.68,,success,completed,AWFi223304-refund-4,2025-08-06 07:23:41+00
959695,Invoice,1017496,-6.30,1,-6.30,,success,completed,AWD150820,2025-08-06 10:39:29+00
959695,Invoice,1021657,-6.30,1,-6.30,,success,completed,AWD150820-refund-1,2025-08-06 10:39:29+00
959744,Invoice,1021440,-1.20,1,-1.20,,success,completed,AWD151911,2025-08-06 12:19:35+00
959744,Invoice,1021721,-1.20,1,-1.20,,success,completed,AWD151911-refund-1,2025-08-06 12:19:35+00
959745,Invoice,1021440,-3.35,1,-3.35,,success,completed,AWD151911,2025-08-06 12:20:10+00
959745,Invoice,1021723,-3.35,1,-3.35,,success,completed,AWD151911-refund-2,2025-08-06 12:20:10+00
959827,Invoice,1017111,-22.32,1,-22.32,,success,completed,AWD150757,2025-08-06 14:30:04+00
959827,Invoice,1021812,-22.32,1,-22.32,,success,completed,AWD150757-refund-1,2025-08-06 14:30:04+00
959829,Invoice,1018102,-8.99,1,-8.99,,success,completed,AWD151023,2025-08-06 14:31:42+00
959829,Invoice,1021813,-8.99,1,-8.99,,success,completed,AWD151023-refund-1,2025-08-06 14:31:42+00
959983,Invoice,1020864,-12.77,1,-12.77,,success,completed,AWD151773,2025-08-07 07:57:50+00
959983,Invoice,1021858,-12.77,1,-12.77,,success,completed,AWD151773-refund-1,2025-08-07 07:57:50+00
959988,Invoice,1018653,-3.35,1,-3.35,,success,completed,AWD151177,2025-08-07 08:08:13+00
959988,Invoice,1021864,-3.35,1,-3.35,,success,completed,AWD151177-refund-1,2025-08-07 08:08:13+00
959991,Invoice,1019521,-8.69,1,-8.69,,success,completed,AWD151394,2025-08-07 08:13:04+00
959991,Invoice,1021874,-8.69,1,-8.69,,success,completed,AWD151394-refund-1,2025-08-07 08:13:04+00
960044,Invoice,1020794,-7.55,1,-7.55,,success,completed,AWD151705,2025-08-07 09:02:18+00
960044,Invoice,1021939,-7.55,1,-7.55,,success,completed,AWD151705-refund-1,2025-08-07 09:02:17+00
961322,Invoice,1010930,-18.82,1,-18.82,,success,completed,AWDi2344473,2025-08-11 14:25:52+00
961322,Invoice,1022813,-18.82,1,-18.82,,success,completed,AWDi2344473-refund-1,2025-08-11 14:25:52+00
961885,Invoice,1022161,-12.89,1,-12.89,,success,completed,AWD152062,2025-08-13 08:11:16+00
961885,Invoice,1023340,-12.89,1,-12.89,,success,completed,AWD152062-refund-1,2025-08-13 08:11:16+00
961986,Invoice,1022535,-10.31,1,-10.31,,success,completed,AWD152114,2025-08-13 11:13:50+00
961986,Invoice,1023514,-10.31,1,-10.31,,success,completed,AWD152114-refund-1,2025-08-13 11:13:50+00
961995,Invoice,1020041,-41.21,1,-41.21,,success,completed,AWD151448,2025-08-13 11:34:44+00
961995,Invoice,1023524,-41.21,1,-41.21,,success,completed,AWD151448-refund-1,2025-08-13 11:34:44+00
961998,Invoice,1016271,-59.53,1,-59.53,,success,completed,AWD150482,2025-08-13 11:37:44+00
961998,Invoice,1023528,-59.53,1,-59.53,,success,completed,AWD150482-refund-1,2025-08-13 11:37:44+00
961999,Invoice,1019627,-2.88,1,-2.88,,success,completed,AWD151485,2025-08-13 11:39:15+00
961999,Invoice,1023531,-2.88,1,-2.88,,success,completed,AWD151485-refund-1,2025-08-13 11:39:15+00
962000,Invoice,1020783,-36.64,1,-36.64,,success,completed,AWD151684,2025-08-13 11:41:15+00
962000,Invoice,1023532,-36.64,1,-36.64,,success,completed,AWD151684-refund-1,2025-08-13 11:41:15+00
962001,Invoice,1007363,-25.19,1,-25.19,,success,completed,AWDi2343754,2025-08-13 11:42:52+00
962001,Invoice,1023533,-25.19,1,-25.19,,success,completed,AWDi2343754-refund-2,2025-08-13 11:42:52+00
962011,Invoice,1022217,-7.91,1,-7.91,,success,completed,AWD152087,2025-08-13 12:18:20+00
962011,Invoice,1023558,-7.91,1,-7.91,,success,completed,AWD152087-refund-1,2025-08-13 12:18:20+00
962013,Invoice,1020765,-5.50,1,-5.50,,success,completed,AWD151663,2025-08-13 12:22:32+00
962013,Invoice,1023562,-5.50,1,-5.50,,success,completed,AWD151663-refund-1,2025-08-13 12:22:32+00
962015,Invoice,1021239,-16.96,1,-16.96,,success,completed,AWD151867,2025-08-13 12:25:25+00
962015,Invoice,1023563,-16.96,1,-16.96,,success,completed,AWD151867-refund-1,2025-08-13 12:25:25+00
962016,Invoice,1021719,-10.03,1,-10.03,,success,completed,AWD151900,2025-08-13 12:29:01+00
962016,Invoice,1023565,-10.03,1,-10.03,,success,completed,AWD151900-refund-1,2025-08-13 12:29:01+00
962018,Invoice,1021642,-22.04,1,-22.04,,success,completed,AWD151939,2025-08-13 12:31:01+00
962018,Invoice,1023566,-22.04,1,-22.04,,success,completed,AWD151939-refund-1,2025-08-13 12:31:01+00
962021,Invoice,1022005,-6.59,1,-6.59,,success,completed,AWD152036,2025-08-13 12:40:59+00
962021,Invoice,1023574,-6.59,1,-6.59,,success,completed,AWD152036-refund-2,2025-08-13 12:40:58+00
962025,Invoice,1021660,-39.24,1,-39.24,,success,completed,AWD151961,2025-08-13 12:45:20+00
962025,Invoice,1023579,-39.24,1,-39.24,,success,completed,AWD151961-refund-1,2025-08-13 12:45:20+00
962038,Invoice,1022346,-7.40,1,-7.40,,success,completed,AWD152100,2025-08-13 13:01:30+00
962038,Invoice,1023595,-7.40,1,-7.40,,success,completed,AWD152100-refund-1,2025-08-13 13:01:30+00
962242,Invoice,1022540,-10.03,1,-10.03,,success,completed,AWD152118,2025-08-14 08:02:41+00
962242,Invoice,1023703,-10.03,1,-10.03,,success,completed,AWD152118-refund-1,2025-08-14 08:02:41+00
962299,Invoice,1022026,-39.28,1,-39.28,,success,completed,AWD152025,2025-08-14 09:51:57+00
962299,Invoice,1023770,-39.28,1,-39.28,,success,completed,AWD152025-refund-1,2025-08-14 09:51:57+00
962358,Invoice,1021618,-7.34,1,-7.34,,success,completed,AWD151960,2025-08-14 11:54:32+00
962358,Invoice,1023874,-7.34,1,-7.34,,success,completed,AWD151960-refund-1,2025-08-14 11:54:32+00
962385,Invoice,1022396,-51.71,1,-51.71,,success,completed,AWD152088,2025-08-14 12:48:57+00
962385,Invoice,1023910,-51.71,1,-51.71,,success,completed,AWD152088-refund-1,2025-08-14 12:48:57+00
962410,Invoice,1024194,534.76,1,534.76,pay_ykuv6ow6hvsuboqkuoqurgl47y,fail,declined,GBi2363186,2025-08-15 12:16:13+00
962410,Invoice,1024947,534.76,1,534.76,pay_ykuv6ow6hvsuboqkuoqurgl47y,fail,declined,GBi2363398,2025-08-19 14:31:21+00
962410,Order,1203341,534.76,1,534.76,pay_ykuv6ow6hvsuboqkuoqurgl47y,fail,declined,,2025-08-14 13:42:22+00
962415,Invoice,1024194,534.76,1,534.76,pay_b7j5chlhhixeplevjbqioo2s34,fail,declined,GBi2363186,2025-08-15 12:16:13+00
962415,Invoice,1024947,534.76,1,534.76,pay_b7j5chlhhixeplevjbqioo2s34,fail,declined,GBi2363398,2025-08-19 14:31:21+00
962415,Order,1203341,534.76,1,534.76,pay_b7j5chlhhixeplevjbqioo2s34,fail,declined,,2025-08-14 13:42:22+00
962418,Invoice,1024194,534.76,1,534.76,pay_n23u4iqbss3etevd7fynm7wowa,success,completed,GBi2363186,2025-08-15 12:16:13+00
962418,Invoice,1024947,534.76,1,534.76,pay_n23u4iqbss3etevd7fynm7wowa,success,completed,GBi2363398,2025-08-19 14:31:21+00
962418,Order,1203341,534.76,1,534.76,pay_n23u4iqbss3etevd7fynm7wowa,success,completed,,2025-08-14 13:42:22+00
962471,Invoice,1024183,169.91,1,169.91,pay_hnlva6p6os7eplg7ieygjaf5sm,success,completed,GBi2363183,2025-08-15 11:51:20+00
962471,Invoice,1024292,169.91,1,169.91,pay_hnlva6p6os7eplg7ieygjaf5sm,success,completed,GBi2363239,2025-08-15 14:46:41+00
962471,Order,1203485,169.91,1,169.91,pay_hnlva6p6os7eplg7ieygjaf5sm,success,completed,,2025-08-14 18:06:17+00
962472,Invoice,1024183,169.91,1,169.91,pay_hak3rw6lxode7hounbj7ns34bm,fail,declined,GBi2363183,2025-08-15 11:51:20+00
962472,Invoice,1024292,169.91,1,169.91,pay_hak3rw6lxode7hounbj7ns34bm,fail,declined,GBi2363239,2025-08-15 14:46:41+00
962472,Order,1203485,169.91,1,169.91,pay_hak3rw6lxode7hounbj7ns34bm,fail,declined,,2025-08-14 18:06:17+00
962845,Invoice,1024806,515.21,1,515.21,806372963W451531Y,success,completed,ITi252445,2025-08-19 10:08:18+00
962845,Invoice,1024819,515.21,1,515.21,806372963W451531Y,success,completed,ITi252446,2025-08-19 10:27:21+00
962845,Invoice,1024827,515.21,1,515.21,806372963W451531Y,success,completed,ITi252447,2025-08-19 10:41:21+00
962845,Order,1203085,515.21,1,515.21,806372963W451531Y,success,completed,,2025-08-16 12:36:21+00
963173,Invoice,1023657,-12.89,1,-12.89,,success,completed,AWD152461,2025-08-18 07:57:26+00
963173,Invoice,1024318,-12.89,1,-12.89,,success,completed,AWD152461-refund-1,2025-08-18 07:57:26+00
963446,Invoice,1022709,-7.55,1,-7.55,,success,completed,AWD152182,2025-08-18 13:37:09+00
963446,Invoice,1024605,-7.55,1,-7.55,,success,completed,AWD152182-refund-1,2025-08-18 13:37:09+00
963462,Invoice,1022562,-7.55,1,-7.55,,success,completed,AWD152179,2025-08-18 13:57:51+00
963462,Invoice,1024628,-7.55,1,-7.55,,success,completed,AWD152179-refund-2,2025-08-18 13:57:51+00
963471,Invoice,1023333,-16.25,1,-16.25,,success,completed,AWD152381,2025-08-18 14:09:36+00
963471,Invoice,1024642,-16.25,1,-16.25,,success,completed,AWD152381-refund-1,2025-08-18 14:09:36+00
963544,Invoice,1025627,390.14,1,390.14,0cr2wdhh,success,completed,GBi2363526,2025-08-21 11:18:21+00
963544,Invoice,1025632,390.14,1,390.14,0cr2wdhh,success,completed,GBi2363528,2025-08-21 11:27:22+00
963544,Order,1200211,390.14,1,390.14,0cr2wdhh,success,completed,,2025-08-18 19:51:18+00
963690,Invoice,1022541,-16.00,1,-16.00,,success,completed,AWD152045,2025-08-19 10:14:00+00
963690,Invoice,1024808,-16.00,1,-16.00,,success,completed,AWD152045-refund-1,2025-08-19 10:14:00+00
964001,Invoice,1023771,-13.63,1,-13.63,,success,completed,AWD152506,2025-08-20 08:07:15+00
964001,Invoice,1024999,-13.63,1,-13.63,,success,completed,AWD152506-refund-1,2025-08-20 08:07:15+00
964052,Invoice,1022589,-11.16,1,-11.16,,success,completed,AWD152173,2025-08-20 08:50:01+00
964052,Invoice,1025026,-11.16,1,-11.16,,success,completed,AWD152173-refund-1,2025-08-20 08:50:01+00
964076,Invoice,1023639,-9.83,1,-9.83,,success,completed,AWD152453,2025-08-20 09:08:31+00
964076,Invoice,1025043,-9.83,1,-9.83,,success,completed,AWD152453-refund-1,2025-08-20 09:08:31+00
964097,Invoice,1023639,-9.30,1,-9.30,,success,completed,AWD152453,2025-08-20 09:49:49+00
964097,Invoice,1025077,-9.30,1,-9.30,,success,completed,AWD152453-refund-2,2025-08-20 09:49:49+00
964115,Invoice,1021337,-8.40,1,-8.40,,success,completed,AWD151866,2025-08-20 10:13:55+00
964115,Invoice,1025110,-8.40,1,-8.40,,success,completed,AWD151866-refund-1,2025-08-20 10:13:55+00
964117,Invoice,1022975,-12.66,1,-12.66,,success,completed,AWD152296,2025-08-20 10:16:31+00
964117,Invoice,1025112,-12.66,1,-12.66,,success,completed,AWD152296-refund-2,2025-08-20 10:16:31+00
964120,Invoice,1022357,-16.28,1,-16.28,,success,completed,AWD152044,2025-08-20 10:17:32+00
964120,Invoice,1025114,-16.28,1,-16.28,,success,completed,AWD152044-refund-1,2025-08-20 10:17:32+00
964136,Invoice,1023922,-11.60,1,-11.60,,success,completed,AWD152540,2025-08-20 10:44:56+00
964136,Invoice,1025168,-11.60,1,-11.60,,success,completed,AWD152540-refund-1,2025-08-20 10:44:56+00
964137,Invoice,1022127,-4.48,1,-4.48,,success,completed,AWD152056,2025-08-20 10:47:07+00
964137,Invoice,1025174,-4.48,1,-4.48,,success,completed,AWD152056-refund-1,2025-08-20 10:47:07+00
964139,Invoice,1022127,-27.53,1,-27.53,,success,completed,AWD152056,2025-08-20 10:47:44+00
964139,Invoice,1025179,-27.53,1,-27.53,,success,completed,AWD152056-refund-2,2025-08-20 10:47:44+00
964172,Invoice,1023776,-9.31,1,-9.31,,success,completed,AWD152511,2025-08-20 11:58:32+00
964172,Invoice,1025225,-9.31,1,-9.31,,success,completed,AWD152511-refund-1,2025-08-20 11:58:32+00
964173,Invoice,1023776,-5.72,1,-5.72,,success,completed,AWD152511,2025-08-20 12:03:46+00
964173,Invoice,1025226,-5.72,1,-5.72,,success,completed,AWD152511-refund-2,2025-08-20 12:03:46+00
964180,Invoice,1026166,213.34,1,213.34,pay_3li2bczh77geja7vwl6ymgwde4,success,completed,GBi2363713,2025-08-22 14:03:18+00
964180,Invoice,1027623,213.34,1,213.34,pay_3li2bczh77geja7vwl6ymgwde4,success,completed,GBi2364047,2025-08-28 12:37:04+00
964180,Order,1205332,213.34,1,213.34,pay_3li2bczh77geja7vwl6ymgwde4,success,completed,,2025-08-20 12:18:21+00
964181,Invoice,1023625,-15.17,1,-15.17,,success,completed,AWD152406,2025-08-20 12:18:48+00
964181,Invoice,1025238,-15.17,1,-15.17,,success,completed,AWD152406-refund-1,2025-08-20 12:18:48+00
964191,Invoice,1022960,-32.59,1,-32.59,,success,completed,AWD152290,2025-08-20 12:44:01+00
964191,Invoice,1025271,-32.59,1,-32.59,,success,completed,AWD152290-refund-1,2025-08-20 12:44:01+00
964199,Invoice,1022548,-7.99,1,-7.99,,success,completed,AWD152128,2025-08-20 12:53:38+00
964199,Invoice,1025282,-7.99,1,-7.99,,success,completed,AWD152128-refund-1,2025-08-20 12:53:38+00
964249,Invoice,1023752,-6.62,1,-6.62,,success,completed,AWD152496,2025-08-20 14:14:57+00
964249,Invoice,1025321,-6.62,1,-6.62,,success,completed,AWD152496-refund-1,2025-08-20 14:14:57+00
964251,Invoice,1023646,-35.83,1,-35.83,,success,completed,AWD152254,2025-08-20 14:16:58+00
964251,Invoice,1025322,-35.83,1,-35.83,,success,completed,AWD152254-refund-1,2025-08-20 14:16:58+00
964258,Invoice,1023780,-16.25,1,-16.25,,success,completed,AWD152510,2025-08-20 14:22:07+00
964258,Invoice,1025323,-16.25,1,-16.25,,success,completed,AWD152510-refund-1,2025-08-20 14:22:07+00
964260,Invoice,1024241,-34.12,1,-34.12,,success,completed,AWD152615,2025-08-20 14:27:11+00
964260,Invoice,1025327,-34.12,1,-34.12,,success,completed,AWD152615-refund-1,2025-08-20 14:27:11+00
964265,Invoice,1022586,-6.28,1,-6.28,,success,completed,AWD152176,2025-08-20 14:41:48+00
964265,Invoice,1025336,-6.28,1,-6.28,,success,completed,AWD152176-refund-1,2025-08-20 14:41:48+00
964269,Invoice,1024319,-14.52,1,-14.52,,success,completed,AWD152650,2025-08-20 14:49:42+00
964269,Invoice,1025340,-14.52,1,-14.52,,success,completed,AWD152650-refund-1,2025-08-20 14:49:42+00
964270,Invoice,1023631,-9.88,1,-9.88,,success,completed,AWD152427,2025-08-20 14:52:08+00
964270,Invoice,1025341,-9.88,1,-9.88,,success,completed,AWD152427-refund-1,2025-08-20 14:52:08+00
964384,Invoice,1012682,-1.20,1,-1.20,,success,completed,AWFi223420,2025-08-21 07:21:37+00
964384,Invoice,1012901,-1.20,1,-1.20,,success,completed,AWFi223420-refund-1,2025-08-21 07:21:37+00
964385,Invoice,1012682,-28.80,1,-28.80,,success,completed,AWFi223420,2025-08-21 07:21:37+00
964385,Invoice,1012904,-28.80,1,-28.80,,success,completed,AWFi223420-refund-2,2025-08-21 07:21:37+00
964414,Invoice,1023693,-7.32,1,-7.32,,success,completed,AWD152359,2025-08-21 08:24:27+00
964414,Invoice,1025447,-7.32,1,-7.32,,success,completed,AWD152359-refund-1,2025-08-21 08:24:27+00
964416,Invoice,1022552,-22.19,1,-22.19,,success,completed,AWD152129,2025-08-21 08:27:42+00
964416,Invoice,1025450,-22.19,1,-22.19,,success,completed,AWD152129-refund-1,2025-08-21 08:27:42+00
964418,Invoice,1022519,-16.25,1,-16.25,,success,completed,AWD152115,2025-08-21 08:33:13+00
964418,Invoice,1025457,-16.25,1,-16.25,,success,completed,AWD152115-refund-1,2025-08-21 08:33:13+00
964422,Invoice,1024648,-27.48,1,-27.48,,success,completed,AWD152718,2025-08-21 08:41:56+00
